page,fbid
Americans For America,103311361477001
Amermelade,2423237471230771
Ameublements Tanguay,419800451442816
Amherst Firefighters Association,1573370609633801
Amherstburg Freedom Museum,512641932223386
Ami Houde,100044647081335
Amica Senior Lifestyles,422790767792536
Amigurumi Freely,216298378388952
Amin Amir page-ka Ra'iga,245474065556503
Amin Dhillon,80878878527
AminalCracker,853398445007807
Amir,100044602262070
Amir Ismail & Associates - Citizenship & Immigration Solutions,75633360823
Amir Khadir,30817324060
Amity Culture,69393871698
Amjad Sabri shaheed,113073059122037
Ammar Halal Meats,101205870027080
Amnesty International Canada,121222984568561
Amnistie Internationale Canada Francophone,179642688739082
Amor a distancia,173824162815616
Amphithéâtre Cogeco,1000266659989006
Amrit Bhatti,100045032256979
Amrita Virk,326237717459078
Amusement Gonflable de l'Estrie,126494137367494
Amy + Jacky - Pressure Cook Recipes,1709322629325632
Amy Jade Winehouse - In Memory,1168189166595628
Amy Metcalfe,440484316025822
Amy Nelson,196734163342
Amy Smith,365243384045369
Amélie Barbeau,335945829839248
An Indian Affair,423149544385072
An Invitation To Heal with Docchalk,792564640804950
An Italian in my kitchen,483951201716133
An Underground Miner,120786926163585
Ana Cirre,100044147843850
Analai Express Media Inc,116942978448888
Analekta,6349778595
Analytical Chemistry Techniques,272776442828550
Anastasia B - Guitarist,2024399174509436
Anaïs Favron,100044243595447
Anaïs Guertin-Lacroix,1042326515784263
Ancestral Canada,2175624732681589
Ancient Art of Stone,100044269757527
Ancient Forest Alliance,823970554364200
Ancient History Memes,1221203484614425
Ancient Souls Wisdom,1587130618069342
And Next Comes L - Hyperlexia & Autism Resources,114034185452929
Andee,118950391541865
Ander Élite.,109791097104748
Anderson .Paak,427113723994314
Anderson Craft Ales,218975998445335
Andie Duquette,285427401579431
Andra Day,270750226370435
Andre De Grasse,869704739751052
Andre Pettipas and The Giants,100058061859767
Andrea Brooks,1441737812769462
Andrea Horwath,34172723595
Andrea Khanjin,654619894926431
Andrea Ramolo,40227613319
Andreane Chamberland,188928457258
Andreanne A. Malette,100044567703484
Andrew  R. Barsam,191967197515070
Andrew Allen,100044335252392
Andrew Baena,144498689086030
Andrew Cassara,230939413672364
Andrew Frelick,244690315702512
"Andrew Harvey, MLA",803542603027422
Andrew Huang,100044433579509
Andrew Hyatt,100050264329007
Andrew Lawton,201705437089529
Andrew Martin,17138943521
Andrew Scheer,120693171297777
Andrew Wilkinson,109997705819922
André Fortin,605851039447877
André Lamontagne - député de Johnson,1477927795753711
André Robitaille,100045191649956
André Sauvé,100044461388731
Andréanne Larouche,362038800867812
Andréanne Marquis,100044246240301
Andréanne Martin,329051723875244
Andrée Laforest - Députée de Chicoutimi,243895332978897
Andrés Fontecilla,450572545018015
Andrés Liscano,108925917379347
Andy & Tj,577570755756405
Andy Anderson,372737959603578
Andy Fillmore,254945391382154
Andy Kim,260948616822
Andy Mineo,247212101970582
Andy St-Louis,222697507787850
Ang Pahina,100044405084908
Angel,247024358797475
Angel Baribeau,718914331518888
Angel Du$t,124856964372212
Angel Light,324308471021490
Angel Rehtaeh Parsons,352644484835299
AngelMaker,28225576631
Angela Evennett Langley Real Estate Royal LePage Wolstencroft Realty,353506777251
Angela Pitt,1436991696520809
Angela Saini,289924861986
Angela's Christmas,2090551791166527
Angelo G. Iacono,107056659909
Angels Above Us,613883849021489
Angels of Hope Against Human Trafficking -AOH,1498676670448278
Anglican Journal,111815673061
Angola Acorda,106312304049880
Angus Reid Forum/ Forum Angus Reid,192090351516372
Anick Dumontet,100044198811169
Aniela's Kitchen,1807358532913693
Anik Jean,100057784221921
Animal Adoption Montreal and Chatopia,105574913223
Animal Advocates,93916579022
Animal Alliance of Canada,132125293547127
Animal Angel Rescue Foundation,151589997148
Animal Crossing: World,1065346373479741
Animal Freedom Fighter,1420305824854951
Animal Haven Rescue League,448041968646188
Animal Hospital of Cambridge,233503356669706
Animal Justice,120966727919885
Animal Planet Canada,1532086033696931
Animal Protection Party of Canada,150318548422896
Animal Rights Toronto,793717814107761
Animal Save Movement,236972016503598
Animo etc,133034063529989
Anis Farooqui,371525699630745
Anishinaabe Bimishimo,133327404025494
Anita Anand,352072942081390
Anita Vandenbeld,117490804958455
Anitta,162731380454099
Anjali sharma,102211024704910
Anju Dhillon,734581026649561
Ankawa News,1562464570730561
"Anke Zimmermann, BSc, FCAH",163960080383976
Ankita Music,100052116467740
Anna Clendening,100044595872167
Anna Marie Oliver School of Dance,169921593033139
Anna Olson,100044490427081
Anna and the Apocalypse,1612097719099307
Anna of the North,674097152626216
Annabelle Chvostek,9950157806
Annakin Slayd,8531233857
Annamie Paul,109075367309194
Anne Kang,1852435415043419
Anne of Green Gables,146108022097071
Anne of Green Gables Chocolates,111301612274074
Anne-France Goldwater,100044204570769
Anne-Krystel Goyer,314954888596318
Anne-Marie,203431116371936
Anne-Marie Losique,100044433579530
Annex Pro,54249565833
Annie Blanchard,100044456168506
Annie Bonsignore Music,731470393711821
Annie Brocoli,100044693903347
Annie Chartrand Modèle,575919052491681
Annie Dufresne,100044579612984
Annie Létourneau,100059689624001
Annie Villeneuve,100044460668449
AnonMe,167198590399145
Anonymous Messenger,707482082633912
Anonymous Québec / Worldwide,2125744360995324
Anonymous Revolution,1511233115827139
Anonymous The World is Ours,585201591501053
Anonymous for the Voiceless,1118053411550221
Anonymous infos QC,138661676288574
Anonymus,100044581352759
Another Planet Entertainment,85741963026
Anouk Meunier,100044640780149
Anslem Douglas,100050434872046
Anterdeep Chahal,1832087713723200
Anthem,76852556657
Anthill Films,80882457513
Anthony Farnell,100890600003920
Anthony Housefather,649066905134402
Anthony Kavanagh,100044290666204
Anthony Montreuil,739543362844749
Anthony Tullo,704857336244790
Anthropocene,1574161089532094
Anti Racist Action Victoria,261268993996102
Antifa Exposed,369542847223819
Antifa Toronto News,1797682493841924
Antigonish Sobeys,475886205827100
Antiqva,899767693442842
Antoine Corriveau,7868002276
Antoine Lachance,1005748942785527
Antoine Olivier Pilon,189302367768932
Antoine Tardif,669208556437004
Antoinette's Cheesecakes,1621378338179659
Antoni Remillard,250292045181465
Antonio Artista drawing,100045262931626
Antonio MAC Global Group,100047341397999
Antony Flemming Tattoo,100045567948918
Antsy Labs,939703419378026
Anxiety,100046807728257
Anxion,2145556139044159
Anybody But Conservative,1791704360946270
Anyone but Trudeau,428960450857587
Apashe,280353745311346
Apathy is Boring,19050232645
Apex Legends News,377522886396681
Apink Park Chorong 박초롱,100044470627949
ApnaHub,183043035140200
Apo ng Mamay,100044580902990
Apostle Mesi,288629545211450
Appaloosa Horses,49009826810
Appealing cities and comfy places to live,1671485966423927
Appearances Hair Studio,128157330566034
Apple Saddlery,188829609927
AppleCheeks Cloth Diapers,20158501548
April Chandler,401457309888880
April Wine,100044356573103
Aprile Millo,18777682771
Apryll Aileen,200747166768581
AquaTerra,355456564495413
Aquaparc H2O,197088953645537
Aquarium du Québec,28477134097
Aquarius Scuba,282437615126741
Aquaterra,256223811135902
Aquatica Digital,340089596044088
Arab Canadians,154852551232391
Arab Scientific Publishers الدار العربية للعلوم ناشرون,172437119487103
Araqueenbae,107740717557927
Arber Greenhouses Ltd.,53942633586
Arbonne Canada,150509971707112
Arc'teryx,28723810227
Arcane Bullshit,594562757263664
Archambault,307176913398
Archambault Team,147570729081
"Archbishop J. Michael Miller, CSB",779379505562191
Archdiocese of Toronto,204943969538580
ArcheryTalk,325513120249
Archibald microbrasserie,139558206059621
Archibald microbrasserie Trois-Rivières,1537561299810450
Architecture & Art,186180748239126
Architecture & Interior Design,1375051722751538
Architecture TV تلفزيون العمارة,763593296996063
"Archived page for Andrew Weaver, former MLA Oak Bay-Gordon Head",299758736805646
Archives de Montréal,286149459542
Arctic Gardens,243631722382545
Arctic Kingdom,327564321798
Arctic Zone,340980698868
Ardabil Azerbaijan - اردبیل آذربایجان,118990748209776
Arden Theatre,153658627999815
Ardene,72154595089
Ardèche 07,389901144416177
Area 27,1379772448924797
Aretha Franklin,42328207810
Argen Elezi Photography,181541351875785
Argon 18,279799070386
Argyle Business Improvement Association,493297527386323
Ari Lennox,235791200089155
Ari Matti Mustonen,1766462233592125
Ari Skye,369939683389892
Ariane DesLions,1429339514038258
Ariane Moffatt,100044294206649
Ariane Roy,561167254243733
Arianne Lingerie,205645529461916
Arif Virani,1451700638390004
Arion Therapeutic Farm,145080662182286
Arisa Cox,451465324920889
Aritzia,41881016652
Arjan Singh Bhullar,100044586604388
Arlene Dickinson,100044331104412
Arlene Quinn Music,1452171601756747
Armaan Malik,149193855157533
Armada de Blainville-Boisbriand,115573881872439
Armenian National Committee of Canada,322722941110613
Armin van Buuren,25498833315
Armor All Canada,327125010691636
Armstrong Cheese,393518380760339
Armstrong Flower & Gift Shoppe,103917896339468
Armstrong Spallumcheen Chamber of Commerce & Visitor Centre,141325332611494
Armstrongs Clothing,122551971137306
Armée canadienne,320520588000085
Arnaud Soly,100044092793482
Arnold 'Almighty' Allen,974812695884117
Arnold Viersen,1608254419405031
Arnprior Chronicle-Guide,355086204679927
Around the Globe Travel & Tourism,244626005741423
Arpan Khanna,692490067551493
Arpin Canoë Restigouche,136631316362065
Arrive en campagne,645303732274534
Arrkann Trailer & RV Centre,9899450903
Arrondissement de Côte-des-Neiges—Notre-Dame-de-Grâce,116307201763076
Arrondissement de Mercier - Hochelaga-Maisonneuve,1234386399915497
Arrondissement de Pierrefonds-Roxboro Borough,113556689217869
Arrondissement de Rivière-des-Prairies—Pointe-aux-Trembles,506633972695834
Arrondissement de Rosemont - La Petite-Patrie,115676515176276
"Arrondissement de Ville-Marie, centre-ville",214924925244926
Arrow in the Head,242197170544
Arrowquip,844085468959872
Arsara Music,479332239268873
Arsenalist,120689974670152
Arshina Priya,100044539895049
Art Battle,212062155742
Art Click Ireland,189894464504330
Art Gallery of Nova Scotia,89366582597
Art Gallery of Sudbury,67622740943
Art Knapp - Port Coquitlam,116772745033850
Art Of Dying,100044377241476
Art and the Kitchen,127803530683115
Art by Aelia,100050533327450
Art by Andi,100044177812450
Art by Brock Springstead,100044327556528
Art by Lee Howard,100050341756125
Art by Sonia Palik,195957020662
Art of Chris Hong,317561758646728
Art of Jackie Droujko,100044562723969
Art of Piper Thibodeau,410519345679570
Art public Montréal,431760527019949
"Art, Architecture & Design",1456888094531411
ArtStation,271147593028248
Artemano,158560036122
Arthritis National Research Foundation,211364748891
Arthritis Society,131517023569105
Arthur Cash and Carry,458735147593356
Arthur L'aventurier,147246338636698
Article,199358553498394
Artin Partovian,108609950471733
Artist in Residence Distillerie,366917020413212
Artistic Jewelry,100047171709985
Artizan by Robin Barré,329010107149534
Artoffact Records,41082355512
Artopex,125859370879068
Arts & Music,1691931831115063
"Arts, Artists, Artwork",135622170119
Arvo Part,62537977104
As long as it's offensive,100044148293822
Asad Que,696130823773807
Asakhane Live.,1576098149114113
Ascendo Fitness / Supplement King Sydney,112359052158510
Aselin Debison,147336901962867
Asessippi Resort,180701328916
Ash,100046993572274
Ash-lominox Gaming,390991694386592
Asha Urielle,100050434001906
Ashburnham Realty,169098299919228
Ashes of Soma,20543130578
Ashkenaz Festival,121285524581544
Ashleigh Ball,1879486745607235
Ashley Brauweiler,762611284073120
Ashley Flores Fitness,100044155313538
Ashley HomeStore Canada,442955239169450
Ashley HomeStores of Vancouver,274736989582652
Ashley Marston Photography,123082097750554
Ashley McBryde,130505175220
Ashley Rae - shelovestofish.com,100044419810002
Ashlynne Vince,782939838399708
Ashnikko,469221723143626
Ashpazi ba eshghآشپزی با عشق,511116285585362
Ashton Irwin,1513839508848780
Asia Nicole,498778300154443
Asia Times,186423081422922
Asia Times - Hong Kong,1601982323162731
Asia Times - Singapore,514839238904772
Askew's Foods,211461299005363
Asmodee Canada - Fr,142920292416239
AsoOmii Jay,100044577062982
Asodepa Refugio,113706538657482
AspenClean,333111853412235
Assassin's Creed Rebellion,426043561114334
Assassins Creed Valhalla,613372822074015
Assembly of First Nations/Assemblee des premieres Nations,229729327867
Assembly of Manitoba Chiefs,137182839710073
Assemblée nationale du Québec,189893547722400
Assiniboine Community College,53774782253
Assiniboine Park & Zoo,214766755206810
Association Manger Santé Bio,137745526245532
Association Québécoise de l'Industrie de la Pêche,441313839554095
Association Restauration Québec - ARQ,167396323369138
Association de la construction du Québec,140728189299467
Association des Plus Beaux Villages du Québec,128249113920262
Association des Pompiers de Montréal,321309201331992
Association des camps du Québec,130062375961
Association des gens d'affaires du Vieux-Port de Québec,145307209380187
Association des libraires du Québec (ALQ),174754962560815
Association des paysagistes professionnels du Québec-APPQ,181588028554896
Association des pompiers de Laval,1866069433704985
Association des stations de ski du Québec - ASSQ - maneige,138083116227813
Association for New Canadians (ANC),165805376855993
Association professionnelle des courtiers immobiliers du Québec,306764253267917
Association québécoise Zéro Déchet,1604585823196296
Association québécoise de prévention du suicide (AQPS),228495543835945
Association québécoise des organismes de coopération internationale (AQOCI),249987823316
Association québécoise des pharmaciens propriétaires - AQPP,355753469482
Asterisk News KIOSK,1435522170099876
Aston Barrett Jr,1088334814550700
AstrA,134829919867086
Astrid Torrico,2025380704431968
Astro Yogourt,278848838484
AstroBackyard,1693066060906975
Astrologer Capt Sukhbir Mangat,1410888855901596
Astrology Answers,413145432131383
Astron 6,19797161515
Astronomy Nation,406815242760266
Asylum Records,1099215133542857
At War for Animals Niagara,393456934331235
Atalante Québec,1582301388746020
Atchoum - rock jeunesse,100044151173354
Atchoum the cat,972103262805506
Atelier Pierre Thibault,462380977137663
Atelier du peintre Jean-Pierre Gagnon,538310582866286
Athletics Canada,295494888051
Athol Murray College of Notre Dame - The Official ND site,48128406910
Athu Na Illa Ka Vera Yaro,543982799006597
Atlantic Boychoir,281806362199279
Atlantic Cadets,160163034037887
Atlantic Credit Unions,847907618652115
Atlantic Outdoor Sports and RV Show,138957209499033
Atlantic Records,64106319450
Atlantic Superstore,1760885657259057
Atlantic Superstore,1428942217368725
Atlantic Superstore,1425745087699637
Atlantic Superstore,285040948661598
Atlantic University Sport / Sport universitaire de l'Atlantique,84309177175
Atlas Van Lines Canada,188816897278
Atlético Ottawa,115051133381735
Atmosphère,1408796612699617
Ato-Mik,1373902476013079
Atom The Pug,798324106871541
"Atomic Dermatology, LLC",504377469960835
Atomik Tattoo,125780894224698
Atroce,274666569335311
Atroxx,672026322928976
Atsuko Chiba,217112428407998
Attempting To Give A F*ck,366644136713648
