page,fbid
Afrisuper,1422860171274655
Afro B,1072046419505066
Afro-Cardio avec Taroum Rimtobaye,109543754085906
Afroessence  Gossip,548876245216347
Afrofest Toronto,131913690167379
Afroglobal Television,1700186056922145
Afrojack,165442691420
Afrolems,126576850689971
AfrotroniX,119872664696130
After Changez Khan,102506338086233
After The Fact,106445974165787
Aga Khan Academy Hyderabad,146502842117747
Aga Khan Development Network,1620669458166839
Aga Khan Foundation Canada,273034256211787
Aga Khan Museum,485619821462818
Aga press,464715770231692
Against All Odds Rabbit Rescue,380736288673101
Against Ontario Proud,687726544943244
Against The Current,247236941963772
Against The Grain Theatre,158480357511749
Against the grain,1103562673067514
Agassiz Harrison Observer,167910609916190
Agatha boutique,335632359799304
Age of sin memes for rejecting the order of creation,589790598098213
Agence Congolaise d'Actualité,419522818146116
Agence Evenko,490622051445705
Agence Isabel Brodeur,775273229201712
Agence Science-Presse,148754208475896
Agence canadienne d'inspection des aliments,185584808275156
Agence des services frontaliers du Canada,122656527842056
Agence du revenu du Canada,565688503775086
Agence spatiale canadienne,116571361731931
Agent NDN,2127176967599869
Ages Three and Up,429753780095
Aggression,202489186459787
Aghanina TV,181563401878811
Aglaïa,1790428094549658
Agnes Etherington Art Centre,162288917205185
Agnès Grondin - Députée d'Argenteuil,1908932529171721
Agriculture and Agri-Food Canada,883120228472315
Agriculture for Life,395742500483066
Agropur,1847348618810010
AheadoftheHerd,325965557979280
Ahen,148264732015187
Ahmad Belal - IELTS Instructor,338597316579063
Ahmad Belal's Photography,900961353266121
Ahmad Shamloo احمد شاملو by Sara,100044465768272
Ahmed Ali Khan,425486134685226
Ahmed Halayqa,310093299200691
Ahmed Hussen,601205023335874
Ahtahkakoop School,929035217123992
Ahval,1576788609030933
Aida sabra,241564563576
Aidersonenfant.com,376812689172781
Aigles Bleus - Aigles Bleues (U de Moncton),197390910276689
Aigles de Trois-Rivières,220639638069190
Aikens Lake Wilderness Lodge,125098714195410
Ail Du Moulin,651681515165220
Ail du Rang St-Olivier,1626008327652486
Aime Ton Cinéma,106409557739954
Ainsworth Hot Springs Resort,147115678672174
Air Cadet League of Canada / Ligue des cadets de l'Air du Canada,160784044007522
Air Canada,134146296633274
Air Canada Rouge,258456120946894
Air Canada Vacations,61758545288
Air Creebec,1686232344996712
Air Inuit,334706036661717
Air Ivanhoe,1434322676786200
"Air North, Yukon's Airline",209146684664
Air Show Atlantic,182501295135945
Air Transat,124200754261203
Air Transat,311018288978075
Air Transat Italy,591557514532745
Aircraft Modelers Research Inc.,356142431118427
Airdrie Food Bank,126421187419251
Airdrie Today,168789836466872
Aire Commune,1832193633775685
Airliners.net,54626803959
AirplaneMart.com,115729058541201
Airshow London,428550703997112
Aishwarya Rai Bachchan,307714549649446
Aishwarya Rai Bachchan - Instagram,750366264982712
Aisle,36131210838
Aitkens Pewter,89581613431
Ajaye,1415828638433130
Ajisen Ramen Canada,130693976947109
Ajmer Singh Bhagpur,869743179734424
Aka-oni Izakaya,530561400398444
Akash Narwal,761055037326770
Akbaruddin Owaisi The Great Leader,836807539705443
Akeem Pierre,1102051263266351
Akemel Negash - 𝐏𝐚𝐠𝐞,101483824685792
Akhand Keertanee Jathaa,388765791243633
Akhanda Yoga by Yogrishi Vishvketu,522352074580299
Aki - Épicerie & boutique zéro déchet,2154430824822770
Aki Sushi / Aki Thaï,164117036978183
Ako si Pablo,1866178100109118
AkoLage Observer,540629926268767
Akroche Tatuk,250050815071103
Akshar Mantra,100052078424482
Akshon Esports,1014274778658459
Akwesasne Mohawk Police Service,1037560996316850
Al Firdaws Canada,323280095164254
Al Flaherty's Outdoor Store,277951017435
Al Halabi Food,487268481286393
"Al Huda Institute, Canada",146404525753
Al Rasoul Islamic Society,185056478366477
Al Safa Foods,182207331832708
Al-Khair,2234751056793780
Al-Manara.ca,892063150892016
Al-Ándalus || الأندلس,315500270812
AlHudood شبكة الحدود,467653629981995
AlKauthar Institute,35400960873
AlMaghrib Institute,100792561847
AlNamrood (OFFICIAL),190670531029592
Alaa Assaf علاء عساف,221669111944870
Alaa Elsayed,247543215268355
Alaa Yousif,250196378438809
AlabasterSlim,378002148931835
Alaclair Ensemble,100044579732936
Alailama,1370682442943318
Alain Caron Music,127627730621734
Alain Carrier - Maire de Drummondville,100819458216026
Alain Choquette,1507291779563771
Alain Dumas,100058173124936
Alain Moussi,100045040776387
Alain Pernot,1293350390691057
Alain Rayes,223543244377689
Alain Therrien,188085624664234
Alaina Lockhart,294056524106701
Alan Cross Official,100044316345139
Alan Doyle,100044170012573
Alan Frew,100044376821460
Alan K u l k a—:::,172474629995462
Alan Keeso,2537921963099791
Alan Syliboy and The Thundermakers,624297814410469
Alana Krushen Imagery & Design,178429260734
Alana Levandoski,10215678477
Alana Palm - Wake Up Joyful,550501178809903
Alana Thompson (honey boo boo child),291322917625297
Alanis Morissette,6002796793
Alannah Myles,437196452979906
Alaska Highway News,201062806590836
Alaskan,1951697485086212
Albanians for Biden,453349085219771
Alberni District Co-op,1408900509341908
Alberni District Fall Fair,114230085272398
"Alberni Valley Hospice Society, Operators of Ty Watson House",250502234968692
Alberni Valley News,183114245033382
Albert County Chamber of Commerce - ACCofC,1522928254615948
Alberta AF,275211626311691
Alberta Acts on Climate Change,401956936620900
Alberta Advantage Podcast,124653821580747
Alberta Animal Rescue Crew Society - AARCS,109446472419336
Alberta Assembly of First Nations Regional Chief,1731612420405842
Alberta Association of Optometrists,458312415270
Alberta Aviation Museum,73728515309
Alberta Ballet,32590136894
Alberta Beef Producers,1481206485441871
Alberta Beer Festivals,47144492622
Alberta Biodiversity Monitoring Institute,115899788478502
Alberta Blue Cross,141965255822515
Alberta Blue Skies,1475361069441724
Alberta Boot Co.,204057206285678
Alberta Canada Campaign,1122534717776507
Alberta Cancer Foundation,77177430683
Alberta Chicken Producers,529672807122543
Alberta Children's Hospital,1490116487981529
Alberta Children's Hospital Foundation,127477938180
Alberta Conservation Association,275085277461
Alberta Council for Environmental Education,136684183020723
Alberta Covid-19 Information,349226215669748
Alberta Depot,142558085810395
Alberta Diabetes Foundation,275049984275
Alberta Elk Hunting,201417426874430
Alberta Emergency Alert,122580997824657
Alberta Fire Fighters Association,458754654321494
Alberta Fish and Wildlife Enforcement,1579802275611835
Alberta Food and Beverage Expo,663320600386001
Alberta Freedom Alliance,1750991965122071
Alberta Game Warden Association,236808273127339
Alberta Gymnastics Federation,356728072868
Alberta Health Services,179579998746821
Alberta Health Services EMS,1068984426540587
Alberta Home Services,370454316408553
Alberta Human Trafficking Task Force,103635301373843
Alberta Independence Movement,127656448038565
Alberta Institute for Wildlife Conservation,139677596163903
Alberta Kitty Committee,532766717218480
Alberta Mamas,148950508967882
Alberta Marine & Auto,113094528722805
Alberta Milk,161689130531218
Alberta Native News,637622509606699
Alberta Oil Sands,925556924178988
Alberta Oilfield News,643670692436540
Alberta Paramedical Services,229347794087665
Alberta Parenting for the Future Association,480700645586
Alberta Parks,212571715443765
Alberta Party,341322021409
Alberta Prime Times,1476802675880664
Alberta Pro-Choice Coalition,123058731076259
Alberta Proud,944819212239364
Alberta Recreation and Parks Association,133435447359
Alberta SPCA,111468822218396
Alberta Securities Commission - ASC,113543076837
Alberta Sheltie Rescue,136775316399164
Alberta Sheriffs,142462854735
Alberta Snowmobile Association,103977149653938
Alberta Strong,1022256767813520
Alberta Strong & Free,289829858549643
Alberta Students' Executive Council [ASEC],127025193593
Alberta Tactical Rifle Supply,568821576611069
Alberta Theatre Projects,20486236942
Alberta To The Point,362063691263362
Alberta Tornado Watch / Alberta Blizzard Watch,137881096420194
Alberta Turkey,1867077476858634
Alberta UN-Progressed,1550564828543184
Alberta Unites,100696811792353
Alberta University of the Arts,37528899913
Alberta Wilderness Association,167364543309620
Alberta Wildfire,357885625988
Alberta's Industrial Heartland Association,168055819934822
Alberta's NDP,184257548280251
Alberta-First:  End Game,185903868796305
Albertans Against Excessive Lockdown,115029580202610
Albertans Against the United Conservative Party,518210034994565
Albertans against the NDP,897136027015511
Albertastan.ca,875067882685920
Alberto Ares,106798880935783
"Alberton, Chapple, Emo & La Vallee Fire & Emergency Service",1843175075949377
Albin Michel Canada,1645302079117708
Albino and Preto,208683019175439
Albychan Fans Association,1716003198545385
Alchemist Distiller,1956071034645615
Alchemy Brewing Company,149920825702683
Alcheringa Gallery,249334011694
Alchimiste Microbrasserie,341471505922560
Alco Prevention Canada,1433702566844611
Alcohol Memes,336527409800633
Alcool NB Liquor,123956544355686
Aldergrove Star,186177368124190
Alderney Landing,266941139987753
Alderville Black Oak Savanna,187288224661597
Alderville First Nation,1829617907319943
Aldo Guizmo,162874547100937
Aldo Moller,100044376971444
Aldo Nova,100044099843188
Aldy Sheet Music,107636772607474
Ale House & Canteen,164660010231432
Alea Gabrielle,100171481739511
Alec Benjamin,148930405151071
Alecia Aichelle,623145144379024
Alectra,1188013287978832
Alegria by Cirque du Soleil,38543815745
Aleja Odyssey,211265426241287
Alejandro Herrera,606279802724609
Aleks Paunovic,10441401755
Aleksandra Wozniak,25233371299
Alemu Sime Feyisa,1830025333775428
Alen Palander,100044172892641
Alena Media TV,101398641270979
Alerte AMBER du Québec - AMBER Alert Quebec,159252820761925
Alessandro Montelli,253453544776739
Alex & MJ - On The GO,146089245778714
Alex Beaulieu-Marchand,100050580995495
Alex Boivin fitness,100044294476305
Alex Boyer,138097132943878
Alex Burger,737755733077300
Alex Clark: Green for Egmont,582366582291538
Alex Cormont The French Relationship Expert,567282110129619
Alex Coulombe - Pepsi,466483546762227
Alex Cuba,35336990520
Alex Debogorski,100044205290409
Alex Doré Kinésiologue,1655267048023091
Alex Epstein,176932695658614
Alex Garant Art,142395826524
Alex Henry Foster & The Long Shadows,187026158862142
Alex Hughes,165144968322
Alex Ihama - Global Leadership Speaker,140254839361563
Alex Ketchum,1539035803009815
Alex Labbé,100057720596076
Alex Lapointe,131919334092786
Alex MacLean,100044602651943
Alex Mackenzie,1736535166396659
Alex Maher,47435568560
Alex Météore,1576573805897222
Alex Nevsky,112287688376
Alex Newell,207651469253238
Alex Nuttall MP,678827812160398
Alex Pangman,100057664045468
Alex Porat,145489025510229
Alex Richard,1918706661769327
"Alex Ruff, Bruce-Grey-Owen Sound",388152681730010
Alex Starsound,100050519018291
Alex Tagliani,100044477437605
Alex Whorms,341093952690712
Alexa Ray Joel,100044613631323
Alexander 23,1410586542410567
Alexander Chung,100044531945328
Alexander D'Alesio,1019335441543112
Alexander Kenton Liang,372889939452211
Alexander Shelley,321681541289320
Alexander Wesley,100046910719431
Alexandra Cousteau,122620739887
Alexandra Gill,1491638194457174
"Alexandra Labbé - Mairesse, Chambly",1173840749427995
Alexandra Mendès,44955761430
Alexandra Stréliski,100044193561083
Alexandra Villarroel Abrego,116579535031186
Alexandras Pizza,548459165247359
Alexandre Aubry astrologue,283320651869707
Alexandre Barrette,100044548174620
Alexandre Boulerice,100044523725768
Alexandre Champagne,100044515683075
Alexandre Cloutier,8569265134
Alexandre Cusson,100858553453743
Alexandre Da Costa,355687008104444
Alexandre Dubé,1479258089025779
Alexandre Désilets,100057654326606
Alexandre Gagnon Bouchard Kinésiologue,1725257391041226
Alexandre Laganière le Rassembleur,1834150786859971
Alexandre Leduc,100807790033303
Alexandre Poulin - Page Officielle,105459372872132
Alexandria Maillot,100057906379173
Alexe,100044890115673
Alexi Godbout,167062669980966
Alexis Brunelle-Duceppe,3204824906209619
Alexis Lepage,100057796670886
Alexis Nakota Sioux Nation,280358588840990
Alexis de Portneuf,637102629657401
Alexisonfire,100044356662977
Alexz Johnson,100044153303437
Alfa Rococo,8118684097
Alfa Romeo Canada,866269776731253
Alfaaz by ScoopNow,362061503931745
Alfan Group,364967410310914
Alfie Zappacosta,291584384787
Alfred Lambremont Webre,123916497627963
AlgaeCal,248723557028
Algebra Society,382188825498170
Algeria Vs Covid19,103166661341859
Algerian Around The World,1963459143744626
Algoma Public Health,213227802083994
Algoma University,30852262236
Algoma University Students' Union,369018826578627
Algonquin College,100535040000469
Algonquin College Thunder,159592840774549
Algonquin College Waterfront Campus,173420589366111
Algonquin Eco-Lodge,6491696233
Algonquin Outfitters,145263660141
Algonquin Pines,113301846875673
"Algonquin Resort, Autograph Collection",381560358533440
Algonquin and Lakeshore Catholic District School Board,843319105760343
Algonquins of Pikwakanagan First Nation,168922609823213
Algorhythm,424345324746531
Algérie Solidarité Coronavirus Codiv-19,1598256833567574
Algérie libertà,102368441232964
Algérie libre et patriotique,357347048193204
Ali Adnan - علي عدنان,460337300695681
Ali Al-Merjany,279669032211014
Ali Elsayed,100050521147829
Ali Farrukh,100050662501566
Ali Gatie,1247072345330457
Ali Hanney - Model,100050161823714
Ali Karimi,175479815812444
Ali Nestor,1408670159186130
Ali S. Taghva,340826300022150
Ali et les Prince.sse.s de la Rue,898908900216991
Alice Chater,232721046914147
Alice Smith School's Official Site,824036857617687
Alice in Chains,15295887490
Alice on Acid,409650915823812
Alicia Atout,100044540165073
Alicia Deschênes,256683677793305
Alicia Keys,6558867050
Alicia Macpherson,370294270054042
Alicia Moffet,1580648368820985
Alicia Toner,190898697595785
Alien to the Ignorant,322295667940883
Alien: Covenant News,226871014019638
Align Entertainment,125988140929051
Alii Sufiyan,649820268460852
Alimentation Coop Rimouski IGA-Voisin-Shell,338616836629980
Alimentation Sébastien Blackburn - L'Intermarché Laterrière,909133702454061
Aliments Mello Foods,158936540953679
Aliments Roma Foods,270403172997117
Aliments du Québec,196970347065451
Alina Mcleod,189580024403094
Aliocha,1679802788941940
Alisa Bingo,231833403627323
Alisha Newton,100044429829813
Alison Bell & Associates Counselling Group,177623852339962
Alison Sudol,5339244354
Alison Wonderland,100044240659209
Alistair MacGregor for Cowichan-Malahat-Langford,674960719213259
Alithya,365165950244837
Aliya Bridal Fashions,1614441435525626
Alkaline Proud-Action,264637740215225
All About Ami,100044537165119
All About Ewe Wool Shop & More,2160739930910440
All About Expos,218296198379758
"All About Flowers & All About Gourmet, Gifts & Homedecor",103538673125135
All About Parkinson's,670636219697714
All About Speed Cars,104784601239456
All County Exteriors,187338847943397
All Crafts & DIY,106697037716878
All Dogs Great & Small - Medicine Hat's Premier Dog Training.,514837235201598
All Elite Wrestling,276076433043811
All Fitts Auto,131814610166025
All Fun Recreation Park,100616050018261
All Habs,40568028329
All Paws Matter Rescue,1376511649315856
"All Saints University School of Medicine, Dominica",1040751412635526
All Seasons Motor Sports Ltd,130618503638034
All Serbian Saints Serbian Orthodox Church,125228781576121
